0.0 100.0
133 [0.46023239, 0.07497978, 0.19803025, 0.04111909, 0.15019456, 0.07544394] 0
134 [0.64196922, 0.04555024, 0.11216434, 0.03545501, 0.11172019, 0.053141] 0
136 [0.59242487, 0.06655308, 0.11200162, 0.03748176, 0.09333052, 0.09820815] 0
137 [0.68186614, 0.07340921, 0.07484526, 0.02822012, 0.07612206, 0.0655372] 0
138 [0.29525191, 0.2093396, 0.09928678, 0.071662, 0.22118989, 0.10326981] 0
140 [0.34312703, 0.31062483, 0.08792845, 0.05597565, 0.1470086, 0.05533544] 0
143 [0.50985623, 0.10196245, 0.08541696, 0.05248831, 0.16516125, 0.08511479] 0
145 [0.4444547, 0.03427436, 0.21491771, 0.13564953, 0.09721841, 0.07348528] 0
147 [0.14119798, 0.05693365, 0.10298027, 0.10598437, 0.07907932, 0.5138244] 0
148 [0.16822076, 0.04264608, 0.5298327, 0.0838668, 0.07130411, 0.10412955] 0
149 [0.37725491, 0.07132145, 0.05095497, 0.0544907, 0.06207935, 0.38389861] 0
150 [0.54894861, 0.05820483, 0.05257483, 0.0344538, 0.114245, 0.19157292] 0
151 [0.13369414, 0.12032919, 0.23640396, 0.30208518, 0.09604705, 0.11144049] 0
153 [0.19764153, 0.11129114, 0.47176555, 0.04235095, 0.11688257, 0.06006826] 0
154 [0.6253053, 0.04914897, 0.14474675, 0.05965779, 0.05985504, 0.06128615] 0
156 [0.18286919, 0.06512421, 0.33453993, 0.05128452, 0.09943149, 0.26675066] 0
157 [0.2213574, 0.04552196, 0.24332879, 0.20181367, 0.06917966, 0.21879852] 0
160 [0.65995685, 0.0432933, 0.12560938, 0.03391644, 0.06319812, 0.07402591] 0
162 [0.70164353, 0.0437322, 0.0902942, 0.03714097, 0.05955613, 0.06763296] 0
165 [0.30755474, 0.11873621, 0.07578865, 0.07676357, 0.09518744, 0.32596938] 0
167 [0.64445787, 0.04227745, 0.10047241, 0.02238707, 0.10725629, 0.08314891] 0
168 [0.68512585, 0.01599465, 0.09256845, 0.07887234, 0.02980351, 0.09763519] 0
171 [0.3163142, 0.09077089, 0.11212191, 0.09600536, 0.13150428, 0.25328336] 0
176 [0.66838926, 0.04739412, 0.07563849, 0.0491376, 0.080122, 0.07931853] 0
177 [0.37230504, 0.07138781, 0.18170842, 0.05044173, 0.24027859, 0.0838784] 0
178 [0.48536895, 0.12078795, 0.08940121, 0.03853592, 0.13683499, 0.12907098] 0
179 [0.60885915, 0.04698336, 0.15546669, 0.04077262, 0.07424323, 0.07367495] 0
180 [0.68273338, 0.04148814, 0.09804769, 0.03593815, 0.06874845, 0.0730442] 0
181 [0.60362808, 0.05076637, 0.13190851, 0.03802972, 0.08913464, 0.08653267] 0
183 [0.54285637, 0.0391661, 0.2367915, 0.03939965, 0.06866609, 0.07312029] 0
184 [0.56975018, 0.03863598, 0.21210964, 0.04367148, 0.06401115, 0.07182156] 0
185 [0.6074447, 0.03930868, 0.1873732, 0.03400943, 0.07012556, 0.06173841] 0
186 [0.45510842, 0.04129117, 0.24989898, 0.10363175, 0.07762389, 0.07244578] 0
187 [0.61900706, 0.04177643, 0.13479812, 0.03759509, 0.07142455, 0.09539874] 0
189 [0.44355888, 0.03627267, 0.31063792, 0.05327533, 0.08069841, 0.07555679] 0
192 [0.60513627, 0.0289033, 0.09626248, 0.05811415, 0.09687126, 0.11471253] 0
193 [0.64293867, 0.03404414, 0.00131203, 0.15143427, 0.06519035, 0.10508054] 0
194 [0.50196568, 0.05206825, 0.13569896, 0.11515272, 0.09412612, 0.10098826] 0
196 [0.68920156, 0.04715993, 0.03435189, 0.08508388, 0.05771679, 0.08648597] 0
201 [0.18238069, 0.11042558, 0.0798093, 0.06247014, 0.07715667, 0.48775762] 0
204 [0.59355913, 0.04297355, 0.14772998, 0.04005991, 0.08036219, 0.09531523] 0
206 [0.70119986, 0.07258156, 0.06032876, 0.05542904, 0.01277142, 0.09768936] 0
207 [0.75260702, 0.07084954, 0.01507789, 0.0609369, 0.09206122, 0.00846744] 0
210 [0.13933447, 0.10546876, 0.07360666, 0.08517837, 0.12971561, 0.46669613] 0
211 [0.16092721, 0.2391237, 0.10307113, 0.09613754, 0.20781442, 0.19292602] 0
215 [0.47918802, 0.06765804, 0.0570554, 0.15079655, 0.12282503, 0.12247696] 0
216 [0.31414576, 0.05418886, 0.17655144, 0.22815942, 0.06433956, 0.16261497] 0
217 [0.63104417, 0.05149656, 0.0811173, 0.05441747, 0.07735434, 0.10457016] 0
218 [0.40188834, 0.06023292, 0.07684854, 0.06370401, 0.10194748, 0.2953787] 0
221 [0.48562334, 0.05286703, 0.18965215, 0.08104892, 0.09710447, 0.0937041] 0
224 [0.57941133, 0.05216339, 0.13407648, 0.03614611, 0.08369131, 0.11451138] 0
226 [0.04801421, 0.61393389, 0.08429606, 0.06891747, 0.10852442, 0.07631394] 1
227 [0.17264481, 0.21996009, 0.13646491, 0.07900434, 0.17855532, 0.21337053] 1
228 [0.05811211, 0.41410722, 0.06424045, 0.25269121, 0.14426802, 0.06658099] 1
229 [0.0364161, 0.60378865, 0.13842272, 0.05681788, 0.12476279, 0.03979186] 1
232 [0.09500309, 0.51497369, 0.09875421, 0.10163352, 0.13518091, 0.05445459] 1
234 [0.08744707, 0.44860132, 0.10760123, 0.08706619, 0.12122928, 0.14805491] 1
243 [0.04655219, 0.4674101, 0.26666249, 0.03729248, 0.14793056, 0.03415218] 1
246 [0.04895007, 0.68744021, 0.05370209, 0.0636342, 0.06440675, 0.08186668] 1
247 [0.08122131, 0.73688419, 0.02430033, 0.07977364, 0.0221637, 0.05565683] 1
249 [0.02902539, 0.6641565, 0.10198473, 0.0997464, 0.06955859, 0.03552839] 1
251 [0.03973288, 0.46514996, 0.05696866, 0.17873835, 0.05623701, 0.20317314] 1
252 [0.04425743, 0.65129337, 0.05533537, 0.08169359, 0.07986366, 0.08755658] 1
253 [0.03863271, 0.73602872, 0.07003214, 0.05023833, 0.06317058, 0.04189752] 1
256 [0.08464588, 0.74557709, 0.0294702, 0.04358858, 0.04947968, 0.04723857] 1
257 [0.08115554, 0.67870832, 0.07110254, 0.06831279, 0.08948117, 0.01123964] 1
259 [0.0363446, 0.74345023, 0.0651852, 0.05629042, 0.05903975, 0.03968981] 1
260 [0.08471306, 0.70306903, 0.09325655, 0.05792293, 0.02079184, 0.04024658] 1
262 [0.0376795, 0.38447026, 0.14320672, 0.25591525, 0.07465374, 0.10407453] 1
264 [0.06999889, 0.74352517, 0.0601946, 0.04276892, 0.03454888, 0.04896354] 1
265 [0.0364131, 0.76777363, 0.03994589, 0.05278262, 0.06128052, 0.04180424] 1
266 [0.03301137, 0.67154814, 0.07804669, 0.1065983, 0.06952104, 0.04127447] 1
267 [0.05728745, 0.234663, 0.17099536, 0.21024778, 0.13645941, 0.19034701] 1
268 [0.06303916, 0.28100706, 0.27064119, 0.19823125, 0.09255689, 0.09452445] 1
270 [0.03470353, 0.72741449, 0.06992297, 0.06576311, 0.06198875, 0.04020716] 1
271 [0.16922382, 0.22750508, 0.11347832, 0.05705106, 0.38290658, 0.04983514] 1
273 [0.10749764, 0.50358772, 0.09418906, 0.05025226, 0.1744054, 0.07006793] 1
274 [0.31146736, 0.1802102, 0.08327244, 0.04146035, 0.33139688, 0.05219277] 1
275 [0.24861525, 0.30335327, 0.06903956, 0.21590467, 0.08157525, 0.08151201] 1
277 [0.04368358, 0.046527, 0.66294793, 0.10125554, 0.06883238, 0.07675358] 1
278 [0.05156209, 0.63222296, 0.05226613, 0.09763615, 0.10409111, 0.06222156] 1
280 [0.04354252, 0.22879562, 0.08992041, 0.08596964, 0.05786624, 0.49390556] 1
281 [0.04240575, 0.35814693, 0.05799357, 0.19279475, 0.06420682, 0.28445218] 1
284 [0.04966162, 0.66806184, 0.05674516, 0.10326843, 0.05555245, 0.0667105] 1
285 [0.05618904, 0.0298869, 0.50233875, 0.28977916, 0.0591222, 0.06268395] 1
286 [0.03273862, 0.56838633, 0.136302, 0.08652253, 0.10249843, 0.07355209] 1
287 [0.06173462, 0.32937824, 0.11998938, 0.12111068, 0.10648102, 0.26130606] 1
288 [0.05033506, 0.36552154, 0.18409476, 0.22766678, 0.04957957, 0.12280229] 1
289 [0.07945321, 0.32189256, 0.19809013, 0.1772497, 0.09525529, 0.12805911] 1
292 [0.0322374, 0.35570894, 0.0766105, 0.23472949, 0.06913246, 0.23158121] 1
295 [0.0361189, 0.67235475, 0.07375018, 0.0379921, 0.0584212, 0.12136287] 1
297 [0.04015169, 0.74835382, 0.07962699, 0.02297884, 0.04461431, 0.06427435] 1
301 [0.0346734, 0.71366253, 0.04622929, 0.07298525, 0.0740393, 0.05841023] 1
302 [0.0355092, 0.65654843, 0.06894248, 0.13110701, 0.07176516, 0.03612772] 1
303 [0.17650856, 0.04396961, 0.30717947, 0.35981435, 0.05551717, 0.05701084] 1
306 [0.07240913, 0.33726155, 0.06868445, 0.13018748, 0.15448561, 0.23697178] 1
307 [0.0562702, 0.64378206, 0.05136986, 0.06881886, 0.09202889, 0.08773012] 1
309 [0.04704228, 0.03092985, 0.71673803, 0.08234949, 0.06435807, 0.05858227] 1
312 [0.03745948, 0.73725206, 0.04640045, 0.06889933, 0.06397545, 0.04601323] 1
313 [0.04125842, 0.73368127, 0.06131506, 0.04875607, 0.07824101, 0.03674817] 1
314 [0.04307907, 0.64424351, 0.06747103, 0.08902219, 0.09369109, 0.06249311] 1
315 [0.04389738, 0.54226618, 0.14715722, 0.07832297, 0.07540847, 0.11294778] 1
316 [0.03713022, 0.12968019, 0.39014679, 0.18952884, 0.17730192, 0.07621204] 1
317 [0.06078426, 0.37852873, 0.07343518, 0.1387075, 0.25966964, 0.08887469] 1
319 [0.04190834, 0.3282545, 0.18486553, 0.13681687, 0.11014195, 0.19801281] 1
321 [0.03585197, 0.40035489, 0.10583735, 0.34087215, 0.06707301, 0.05001062] 1
324 [0.04451497, 0.22244755, 0.08397632, 0.14378805, 0.37461684, 0.13065628] 1
326 [0.03885621, 0.70125672, 0.08690778, 0.07413362, 0.01640798, 0.0824377] 1
327 [0.08559776, 0.15307422, 0.09519476, 0.17542429, 0.39486607, 0.0958429] 1
330 [0.1106667, 0.34744325, 0.24158559, 0.08382921, 0.10698194, 0.10949332] 1
331 [0.11302964, 0.40917843, 0.24708973, 0.07842504, 0.1198958, 0.03238136] 1
335 [0.22488218, 0.09103971, 0.43745993, 0.03075689, 0.17121504, 0.04464625] 1
338 [0.04306122, 0.03057606, 0.41757282, 0.33633248, 0.10481941, 0.06763802] 1
339 [0.08816825, 0.37846677, 0.12543057, 0.06925336, 0.15831825, 0.1803628] 1
341 [0.0795122, 0.39472349, 0.21675894, 0.0664766, 0.17742277, 0.065106] 1
343 [0.03970486, 0.75820971, 0.04488712, 0.05309616, 0.06625139, 0.03785076] 1
348 [0.03553567, 0.77799601, 0.04297906, 0.04548124, 0.06194738, 0.03606065] 1
350 [0.05434508, 0.68660267, 0.04639611, 0.06906818, 0.09776365, 0.04582431] 1
351 [0.06349488, 0.34885488, 0.23486738, 0.06512539, 0.1987554, 0.08890206] 1
352 [0.05575124, 0.40553019, 0.07971244, 0.1238393, 0.06499202, 0.27017481] 1
353 [0.08183895, 0.23850322, 0.32015648, 0.12539328, 0.1470217, 0.08708638] 1
355 [0.09894563, 0.17342405, 0.09565793, 0.2133906, 0.10242301, 0.31615877] 1
358 [0.11364921, 0.19155285, 0.08984347, 0.08316225, 0.06144571, 0.46034651] 1
359 [0.18635578, 0.45522152, 0.05229968, 0.07492523, 0.07672092, 0.15447687] 1
360 [0.04893592, 0.73444373, 0.04158478, 0.05840976, 0.05699446, 0.05963136] 1
364 [0.17809395, 0.21736967, 0.16942817, 0.14760181, 0.15069688, 0.13680952] 1
368 [0.42753784, 0.07796982, 0.1506609, 0.07536002, 0.15242162, 0.1160498] 1
369 [0.03525194, 0.76706833, 0.04019571, 0.04994516, 0.05962362, 0.04791523] 1
370 [0.07762918, 0.37321567, 0.1012036, 0.19619763, 0.12395902, 0.12779491] 1
371 [0.14188022, 0.04703942, 0.58190577, 0.04188964, 0.10554218, 0.08174277] 1
373 [0.40564487, 0.17749803, 0.06551795, 0.03230616, 0.26934348, 0.0496895] 1
374 [0.06003256, 0.22734007, 0.07445355, 0.21831741, 0.05424905, 0.36560735] 1
375 [0.05546971, 0.49499164, 0.16443084, 0.12300386, 0.067578, 0.09452595] 1
376 [0.17218524, 0.25629192, 0.25765934, 0.11459498, 0.10786666, 0.09140186] 1
379 [0.03746837, 0.76314102, 0.0543373, 0.04237743, 0.06008016, 0.04259571] 1
385 [0.20840603, 0.17868033, 0.20394212, 0.14090691, 0.19922741, 0.0688372] 1
387 [0.13692904, 0.27524437, 0.07527622, 0.08484822, 0.07996083, 0.34774132] 1
390 [0.0777451, 0.21658768, 0.09621382, 0.2461791, 0.1850099, 0.1782644] 1
391 [0.04404049, 0.57017305, 0.11148635, 0.08879202, 0.08228658, 0.10322151] 1
392 [0.04021009, 0.69983403, 0.0826675, 0.05988299, 0.07189642, 0.04550897] 1
397 [0.19121495, 0.18798213, 0.20901539, 0.21717827, 0.0871818, 0.10742746] 1
398 [0.22224207, 0.24368801, 0.20544426, 0.0705699, 0.17971063, 0.07834513] 1
401 [0.08099804, 0.24601727, 0.1821116, 0.17478582, 0.14963197, 0.16645529] 1
404 [0.06771737, 0.05084898, 0.54770977, 0.0770514, 0.14582579, 0.11084669] 1
406 [0.47983379, 0.07940598, 0.13991123, 0.0342127, 0.13764131, 0.12899499] 1
408 [0.22094343, 0.34285885, 0.09838484, 0.08999253, 0.17357503, 0.07424532] 1
409 [0.05707579, 0.1257699, 0.38528836, 0.08431116, 0.10443113, 0.24312368] 1
414 [0.04514488, 0.52160747, 0.11679216, 0.12841333, 0.10507473, 0.08296742] 1
422 [0.04634297, 0.70149584, 0.0544228, 0.0487816, 0.09255651, 0.05640029] 1
424 [0.32792404, 0.17492227, 0.08104361, 0.094208, 0.14527963, 0.17662245] 1
425 [0.13625007, 0.15987361, 0.26132072, 0.11170934, 0.13877733, 0.19206894] 1
426 [0.12930216, 0.06876931, 0.5637331, 0.05133554, 0.08111746, 0.10574243] 1
430 [0.04326932, 0.61658243, 0.11509238, 0.05346939, 0.09368674, 0.07789973] 1
432 [0.0587635, 0.44688946, 0.18063496, 0.0552156, 0.17925532, 0.07924117] 1
434 [0.16487073, 0.22901577, 0.20956863, 0.07473017, 0.18639241, 0.1354223] 1
435 [0.04409163, 0.73003554, 0.05548434, 0.04712482, 0.07554678, 0.04771689] 1
440 [0.0775041, 0.50761518, 0.05536948, 0.07891295, 0.08763971, 0.19295858] 1
444 [0.16896779, 0.21204457, 0.2088196, 0.05690922, 0.08585434, 0.26740448] 1
445 [0.1474453, 0.3526703, 0.12756153, 0.07164502, 0.1652921, 0.13538575] 1
446 [0.06793415, 0.77577574, 0.035971, 0.04351032, 0.03189797, 0.04491082] 1
447 [0.04712563, 0.45190584, 0.06952943, 0.13642464, 0.10139112, 0.19362332] 1
448 [0.06667102, 0.72592649, 0.08545337, 0.02866125, 0.03192936, 0.06135851] 1
450 [0.1560552, 0.14914593, 0.13440168, 0.1525991, 0.08771375, 0.32008433] 1
451 [0.07366723, 0.74945862, 0.02522527, 0.06109231, 0.05779499, 0.13276156] 1
452 [0.22239263, 0.09554351, 0.2618503, 0.05741211, 0.19363593, 0.16916553] 1
454 [0.04361116, 0.32556606, 0.07488177, 0.10125765, 0.39204532, 0.06263804] 1
459 [0.03698344, 0.71899273, 0.05127244, 0.05377691, 0.06665427, 0.07232022] 1
460 [0.05092563, 0.41463064, 0.15958724, 0.06587087, 0.16025281, 0.14873281] 1
461 [0.07962479, 0.15268188, 0.3821084, 0.11533848, 0.18653797, 0.08370848] 1
462 [0.0959988, 0.28836619, 0.05598609, 0.13223097, 0.10716704, 0.32025091] 1
463 [0.03599822, 0.7572349, 0.04748848, 0.04546625, 0.06653557, 0.04727658] 1
464 [0.05894692, 0.41326415, 0.13947809, 0.10551344, 0.16171592, 0.12108148] 1
467 [0.04603494, 0.03086912, 0.65040629, 0.07347058, 0.12777094, 0.07144814] 2
468 [0.06290516, 0.09928573, 0.47753184, 0.10710621, 0.14608626, 0.10708481] 2
469 [0.06273573, 0.05894454, 0.57950079, 0.07134749, 0.09031505, 0.1371564] 2
472 [0.12126563, 0.0576769, 0.26642048, 0.21345866, 0.13206713, 0.2091112] 2
474 [0.06651258, 0.07263878, 0.46617967, 0.13162349, 0.16217802, 0.10086745] 2
480 [0.0329956, 0.0534326, 0.46828324, 0.25778732, 0.07502616, 0.11247507] 2
486 [0.06372876, 0.03739422, 0.70433215, 0.05086195, 0.06260677, 0.08107615] 2
487 [0.07810647, 0.06363556, 0.55757996, 0.0506518, 0.1769599, 0.0730663] 2
488 [0.04218355, 0.02676472, 0.46099338, 0.27770947, 0.06165982, 0.13068907] 2
489 [0.04799388, 0.02872879, 0.69029813, 0.08129706, 0.08032777, 0.07135437] 2
491 [0.32835303, 0.1359851, 0.12043799, 0.03005067, 0.33681116, 0.04836205] 2
492 [0.07297474, 0.25663192, 0.07975761, 0.22125716, 0.11455968, 0.2548189] 2
493 [0.27688452, 0.06337588, 0.19754985, 0.07126779, 0.33002141, 0.06090055] 2
495 [0.13980519, 0.14395912, 0.09974658, 0.16539319, 0.10529616, 0.34579976] 2
496 [0.0786854, 0.12990772, 0.17810402, 0.21969104, 0.24086865, 0.15274318] 2
499 [0.11939844, 0.15054933, 0.3068102, 0.05667866, 0.22071811, 0.14584527] 2
502 [0.07075425, 0.03358343, 0.75333665, 0.10410745, 0.03336767, 0.00485055] 2
505 [0.08553233, 0.08231415, 0.6725362, 0.00284978, 0.06779543, 0.08897211] 2
508 [0.31189952, 0.06714841, 0.22085519, 0.23489803, 0.10075635, 0.06444249] 2
509 [0.05829303, 0.05058773, 0.59234898, 0.12824653, 0.10545263, 0.0650711] 2
511 [0.09672176, 0.03336034, 0.63974638, 0.06351334, 0.0882212, 0.07843697] 2
512 [0.09766856, 0.04405004, 0.48896686, 0.18448565, 0.08239633, 0.10243256] 2
513 [0.05563537, 0.04911993, 0.4249549, 0.0931815, 0.30991773, 0.06719057] 2
517 [0.07911185, 0.1818732, 0.30006607, 0.12496876, 0.10642747, 0.20755265] 2
519 [0.0277628, 0.03215197, 0.20376612, 0.58003818, 0.04596356, 0.11031737] 2
521 [0.11712307, 0.07550595, 0.54214019, 0.04214274, 0.16723564, 0.05585242] 2
522 [0.05297131, 0.04149842, 0.62766902, 0.06367989, 0.11877021, 0.09541115] 2
524 [0.0616414, 0.0518023, 0.47253656, 0.12648786, 0.11426661, 0.17326528] 2
526 [0.09712186, 0.07804122, 0.51784506, 0.05709429, 0.19696535, 0.05293222] 2
532 [0.10791192, 0.0372978, 0.59057569, 0.06574046, 0.07517458, 0.12329955] 2
534 [0.0793314, 0.0750901, 0.34991296, 0.32600265, 0.07533251, 0.09433039] 2
536 [0.04619127, 0.02774008, 0.6871005, 0.05684436, 0.10265796, 0.07946583] 2
537 [0.10618919, 0.11030348, 0.28499521, 0.27041896, 0.13459073, 0.09350243] 2
538 [0.05723011, 0.04459992, 0.63951612, 0.06677098, 0.12352814, 0.06835473] 2
539 [0.04081898, 0.04779349, 0.48721375, 0.22794844, 0.06006565, 0.1361597] 2
540 [0.06337338, 0.04909761, 0.41596907, 0.13010903, 0.24584953, 0.09560138] 2
541 [0.04286537, 0.06070329, 0.76662755, 0.0737522, 0.03871112, 0.01734047] 2
542 [0.19006996, 0.15322727, 0.31519333, 0.08526273, 0.15153067, 0.10471604] 2
545 [0.05956719, 0.03220718, 0.64423966, 0.0875014, 0.10544717, 0.07103739] 2
548 [0.07878024, 0.04845518, 0.67586877, 0.04946177, 0.05541, 0.09202403] 2
549 [0.08717526, 0.10497555, 0.46286338, 0.06551822, 0.18901748, 0.09045011] 2
551 [0.17492594, 0.06486468, 0.49103288, 0.05300801, 0.13204511, 0.08412338] 2
552 [0.12799472, 0.05926401, 0.34925833, 0.21755448, 0.17005235, 0.07587612] 2
556 [0.044837, 0.0399028, 0.72476543, 0.04827066, 0.06918096, 0.07304315] 2
557 [0.1050913, 0.06163102, 0.32860484, 0.16996339, 0.05592379, 0.27878566] 2
558 [0.03731237, 0.72623492, 0.05241813, 0.0560873, 0.08722483, 0.04072244] 2
559 [0.0503712, 0.03600681, 0.68204188, 0.03966271, 0.15112942, 0.04078798] 2
561 [0.03185171, 0.04002463, 0.2884753, 0.40171278, 0.04914629, 0.1887893] 2
562 [0.05250964, 0.03714231, 0.0820302, 0.14576193, 0.07078931, 0.61176661] 2
563 [0.0506094, 0.0732965, 0.65378299, 0.04198515, 0.14559511, 0.03473085] 2
565 [0.03811003, 0.03033004, 0.35899295, 0.37517955, 0.10630498, 0.09108245] 2
569 [0.27371451, 0.04695807, 0.4064855, 0.08694104, 0.08164809, 0.10425279] 2
570 [0.15853835, 0.04215212, 0.40366528, 0.08705825, 0.13843629, 0.17014971] 2
571 [0.04960842, 0.0934929, 0.67918813, 0.0531981, 0.07920964, 0.04530282] 2
573 [0.06077294, 0.07274883, 0.7005858, 0.04028261, 0.08518709, 0.04042273] 2
575 [0.07763296, 0.05411752, 0.69922587, 0.03924417, 0.08856246, 0.04121702] 2
579 [0.03531999, 0.02707677, 0.57362008, 0.23051819, 0.05262608, 0.08083889] 2
580 [0.10454493, 0.05182523, 0.52779827, 0.0877252, 0.13064782, 0.09745855] 2
582 [0.04181941, 0.04553724, 0.63218803, 0.14695187, 0.0644906, 0.06901286] 2
583 [0.04260744, 0.07147709, 0.63926783, 0.11345084, 0.06610863, 0.06708817] 2
584 [0.05389189, 0.06341202, 0.65431421, 0.07704489, 0.0772637, 0.07407329] 2
